CAR	2	4049	PC4779D38	PTC VC965
CAR	2	4435	PC3E78C17	PTP VC965
CAR	2	4272	PC09BDC08	PTE VC965
CAR	2	4929	PC9E503B6	PTE VC965
VAN	2	4531	PC857F4A0	PTE VCD2F
CAR	2	4222	PC15EC378	PTP VC965
CAR	2	4657	PCC591410	PTE VC965
TRUCK	4	4481	PC30AAE76	PTE VCB43
TRUCK	4	4145	PC5FBE4B8	PTP VCB43
TRUCK	4	4813	PCACF7982	PTP VCB43
VAN	2	4585	PCF3AE602	PTC VCD2F
CAR	2	4924	PCE3427C5	PTE VC965
TRUCK	4	4584	PC1085B78	PTE VCB43
VAN	2	4225	PCC1ED0C5	PTC VCD2F
CAR	2	4719	PCBD66B01	PTE VC965
CAR	2	4830	PC12EEFE0	PTE VC965
CAR	2	4073	PCA3797CA	PTE VC965
TRUCK	4	4954	PCA276EBB	PTC VCB43
VAN	2	4732	PCD83DE25	PTE VCD2F
CAR	2	4155	PC9042B3F	PTP VC965
VAN	2	4142	PC7ACFF7C	PTP VCD2F
CAR	2	4737	PCED7EAFE	PTC VC965
CAR	2	4337	PCCF6A454	PTP VC965
TRUCK	4	4507	PC11DCA73	PTE VCB43
TRUCK	4	4092	PC40C2E00	PTE VCB43
CAR	2	4269	PCC7106FF	PTP VC965
CAR	2	4610	PCA4D3E9B	PTC VC965
VAN	2	4980	PCBD5C822	PTP VCD2F
CAR	2	4295	PCD483999	PTC VC965
CAR	2	4412	PC821BC98	PTP VC965
CAR	2	4364	PCB33ACE8	PTC VC965
TRUCK	4	4290	PC84E8CEF	PTE VCB43
CAR	2	4264	PC9DFEBB0	PTP VC965
TRUCK	4	4412	PC821BC98	PTE VCB43
TRUCK	4	4712	PC94168A2	PTP VCB43
TRUCK	4	4603	PC485BE5B	PTC VCB43
TRUCK	4	4180	PC250A90D	PTC VCB43
CAR	2	4592	PC627AA14	PTE VC965
TRUCK	4	4008	PC5680D80	PTC VCB43
CAR	2	4083	PC90346C9	PTC VC965
CAR	2	4573	PC4D8469D	PTE VC965
CAR	2	4642	PC17D596F	PTP VC965
CAR	2	4693	PCB4CDDA5	PTP VC965
TRUCK	4	4787	PC1BDA119	PTE VCB43
CAR	2	4989	PC7D7AE48	PTP VC965
TRUCK	4	4803	PC2BBEEDC	PTP VCB43
CAR	2	4848	PCF0FC9B2	PTE VC965
CAR	2	4377	PC4AC8EAD	PTC VC965
CAR	2	4947	PCE4A44BE	PTC VC965
CAR	2	4439	PC845CEA6	PTE VC965
CAR	2	4346	PCA35B156	PTE VC965
CAR	2	4718	PC81E83B9	PTP VC965
TRUCK	4	4049	PC4779D38	PTP VCB43
CAR	2	4579	PC926F0A9	PTC VC965
VAN	2	4985	PCCA71D2C	PTC VCD2F
TRUCK	4	4356	PCF1979AE	PTP VCB43
CAR	2	4631	PCFFF6463	PTE VC965
CAR	2	4898	PC0AE9E1B	PTE VC965
CAR	2	4022	PCF135377	PTC VC965
VAN	2	4586	PC4A40D50	PTC VCD2F
CAR	2	4733	PC797AEBF	PTP VC965
TRUCK	4	4764	PCF6B0D12	PTC VCB43
CAR	2	4466	PC6E93A05	PTE VC965
CAR	2	4158	PCAA68777	PTP VC965
TRUCK	4	4111	PC07F012A	PTP VCB43
TRUCK	4	4591	PCC9875AC	PTC VCB43
CAR	2	4015	PC524833E	PTE VC965
CAR	2	4420	PCFDB2950	PTE VC965
TRUCK	4	4924	PCE3427C5	PTE VCB43
CAR	2	4501	PC5D41947	PTP VC965
CAR	2	4026	PC2CE9851	PTE VC965
CAR	2	4280	PC03A5F23	PTE VC965
CAR	2	4953	PC1E2B07E	PTP VC965
VAN	2	4923	PC8A7A22A	PTE VCD2F
CAR	2	4283	PC953B572	PTP VC965
TRUCK	4	4899	PC4967767	PTE VCB43
TRUCK	4	4560	PC5030572	PTP VCB43
CAR	2	4037	PC0A50259	PTP VC965
CAR	2	4610	PCA4D3E9B	PTC VC965
CAR	2	4775	PCA50FB36	PTP VC965
TRUCK	4	4414	PC40BD0F3	PTP VCB43
CAR	2	4915	PC86B0D7B	PTC VC965
CAR	2	4618	PC8F4AF85	PTE VC965
CAR	2	4909	PCDED6F20	PTP VC965
CAR	2	4497	PC76FDDEA	PTP VC965
CAR	2	4401	PC0606D6A	PTC VC965
VAN	2	4284	PC0DB49FD	PTE VCD2F
CAR	2	4235	PCFB11406	PTC VC965
TRUCK	4	4482	PCB6A16D7	PTE VCB43
CAR	2	4981	PC6B14C5D	PTC VC965
CAR	2	4175	PC08EA270	PTE VC965
CAR	2	4188	PCDB12C82	PTE VC965
CAR	2	4015	PC524833E	PTC VC965
TRUCK	4	4230	PC19CE0DB	PTP VCB43
CAR	2	4686	PCD6E5E77	PTC VC965
CAR	2	4123	PCDE850D8	PTE VC965
TRUCK	4	4283	PC953B572	PTC VCB43
CAR	2	4016	PCCD7399B	PTC VC965
TRUCK	4	4504	PC461DCD3	PTC VCB43
CAR	2	4377	PC4AC8EAD	PTE VC965
TRUCK	4	4971	PC0BD172F	PTC VCB43
CAR	2	4031	PC0214185	PTC VC965
TRUCK	4	4965	PCA0BAE0F	PTE VCB43
CAR	2	4350	PCEDD7E85	PTC VC965
CAR	2	4232	PC4156AD5	PTP VC965
CAR	2	4592	PC627AA14	PTE VC965
CAR	2	4760	PC161AC8D	PTP VC965
TRUCK	4	5002	PC585BD38	PTE VCB43
CAR	2	4974	PCDEB8E32	PTE VC965
CAR	2	4361	PC2E0C888	PTE VC965
CAR	2	4946	PCCF18BAF	PTP VC965
CAR	2	4314	PC7E9E8F3	PTC VC965
CAR	2	4784	PCDB42B34	PTE VC965
TRUCK	4	4611	PC2EBEAB9	PTE VCB43
VAN	2	4515	PC6A1B37B	PTP VCD2F
CAR	2	4531	PC857F4A0	PTC VC965
CAR	2	4070	PCEECA8B2	PTE VC965
CAR	2	4891	PC57036DA	PTC VC965
CAR	2	4325	PC8FC83B3	PTE VC965
CAR	2	4672	PC03AE86F	PTP VC965
CAR	2	4147	PC4D2C5A7	PTC VC965
TRUCK	4	4049	PC4779D38	PTC VCB43
CAR	2	4748	PCF2ECD29	PTE VC965
VAN	2	4654	PCBA5D8AB	PTC VCD2F
CAR	2	4890	PCAFC8A56	PTC VC965
CAR	2	4972	PCC51AD39	PTE VC965
CAR	2	4709	PCC8C7059	PTE VC965
CAR	2	4788	PC00AE965	PTC VC965
TRUCK	4	4306	PC5D6563A	PTE VCB43
CAR	2	4436	PC0CF9451	PTE VC965
CAR	2	4039	PC73BE1E2	PTC VC965
TRUCK	4	4612	PC871C1FC	PTC VCB43
CAR	2	4686	PCD6E5E77	PTP VC965
CAR	2	4314	PC7E9E8F3	PTC VC965
CAR	2	4608	PCACD1BEE	PTE VC965
TRUCK	4	4063	PC7667A3E	PTP VCB43
CAR	2	4944	PC41EEC34	PTC VC965
TRUCK	4	4246	PC95F5F6B	PTP VCB43
CAR	2	4438	PC665A28E	PTE VC965
CAR	2	4234	PC5EBC1E1	PTE VC965
CAR	2	4050	PC822E359	PTP VC965
VAN	2	4721	PCE937423	PTC VCD2F
CAR	2	4130	PC9F22103	PTE VC965
CAR	2	4852	PC68969FB	PTC VC965
TRUCK	4	4575	PC84D9FC1	PTC VCB43
CAR	2	4326	PC356AE8F	PTE VC965
CAR	2	4694	PCBCF42C2	PTE VC965
CAR	2	4551	PCCA5979C	PTC VC965
CAR	2	4775	PCA50FB36	PTP VC965
TRUCK	4	4146	PCF91266E	PTE VCB43
VAN	2	4042	PC5D4DE09	PTC VCD2F
CAR	2	4904	PC36C6441	PTC VC965
TRUCK	4	4556	PC18C31F6	PTP VCB43
CAR	2	4812	PC22D9C6D	PTE VC965
CAR	2	4742	PC05B8749	PTC VC965
VAN	2	4788	PC00AE965	PTP VCD2F
CAR	2	4830	PC12EEFE0	PTC VC965
CAR	2	4218	PC8DF4919	PTP VC965
CAR	2	4754	PC99AE725	PTC VC965
VAN	2	4960	PC6A1BCA4	PTP VCD2F
CAR	2	4090	PC1EE951B	PTC VC965
CAR	2	4804	PC68484C6	PTE VC965
VAN	2	4617	PC7758F89	PTP VCD2F
CAR	2	4150	PCC8441A8	PTC VC965
CAR	2	4086	PC23E470D	PTP VC965
VAN	2	4730	PC7DC0964	PTE VCD2F
TRUCK	4	4925	PCE5E04A2	PTP VCB43
CAR	2	4629	PCC5E1C04	PTC VC965
TRUCK	4	4286	PC12BE494	PTE VCB43
TRUCK	4	4617	PC7758F89	PTE VCB43
CAR	2	4556	PC18C31F6	PTE VC965
TRUCK	4	4183	PCF5E7754	PTC VCB43
CAR	2	4089	PC3CCA187	PTE VC965
CAR	2	4230	PC19CE0DB	PTC VC965
CAR	2	4615	PC1ECBA39	PTP VC965
CAR	2	4720	PCDD23528	PTC VC965
CAR	2	4905	PCE1EA438	PTP VC965
VAN	2	4758	PCCE12794	PTC VCD2F
TRUCK	4	5000	PCFE7F7FE	PTE VCB43
CAR	2	4360	PC084F676	PTE VC965
TRUCK	4	4746	PC0514825	PTC VCB43
CAR	2	4781	PC0D83A1E	PTP VC965
CAR	2	4706	PCD8D5094	PTC VC965
VAN	2	4678	PCD175301	PTP VCD2F
CAR	2	4125	PC8AAEF51	PTP VC965
TRUCK	4	4229	PCD0DDD3D	PTC VCB43
CAR	2	4100	PCC6DD8D5	PTC VC965
CAR	2	4812	PC22D9C6D	PTP VC965
CAR	2	4574	PCC1F6F13	PTE VC965
CAR	2	4902	PC425C6EC	PTP VC965
TRUCK	4	4938	PC6C57ED3	PTE VCB43
CAR	2	4479	PCCA36E4D	PTC VC965
CAR	2	4191	PCCC28F87	PTC VC965
CAR	2	4278	PC4847214	PTP VC965
TRUCK	4	4025	PC5ABB8E4	PTP VCB43
TRUCK	4	4700	PC14E538A	PTP VCB43
CAR	2	4145	PC5FBE4B8	PTP VC965
TRUCK	4	4894	PCDADB8C6	PTE VCB43
CAR	2	4509	PCA2E8463	PTP VC965
CAR	2	4827	PC7D68CD9	PTP VC965
TRUCK	4	4620	PC43973F9	PTC VCB43
CAR	2	4569	PC20129F9	PTC VC965
TRUCK	4	4021	PC851E565	PTE VCB43
CAR	2	4838	PCEECD973	PTC VC965
CAR	2	4732	PCD83DE25	PTP VC965
TRUCK	4	4691	PCFAB001F	PTC VCB43
TRUCK	4	4536	PCC6C5CFB	PTC VCB43
CAR	2	4898	PC0AE9E1B	PTE VC965
TRUCK	4	4267	PCE51C5C7	PTP VCB43
VAN	2	4066	PC883FCA9	PTC VCD2F
TRUCK	4	4934	PC3ED26A2	PTC VCB43
CAR	2	5010	PC028872C	PTE VC965
CAR	2	4325	PC8FC83B3	PTP VC965
CAR	2	4887	PC81776BA	PTE VC965
CAR	2	4996	PC6A4F55F	PTP VC965
VAN	2	4974	PCDEB8E32	PTE VCD2F
CAR	2	4927	PC2D22627	PTE VC965
TRUCK	4	4091	PC2E099B4	PTP VCB43
CAR	2	4105	PC43919D1	PTP VC965
CAR	2	4721	PCE937423	PTC VC965
CAR	2	4908	PC3D16FC5	PTP VC965
CAR	2	4733	PC797AEBF	PTP VC965
CAR	2	4730	PC7DC0964	PTE VC965
TRUCK	4	4491	PCA52F720	PTP VCB43
CAR	2	4827	PC7D68CD9	PTC VC965
TRUCK	4	4902	PC425C6EC	PTE VCB43
TRUCK	4	4967	PC2AFCB31	PTC VCB43
CAR	2	4355	PC0EF761B	PTP VC965
CAR	2	4252	PCA32686D	PTE VC965
CAR	2	4669	PC36675CE	PTC VC965
CAR	2	4051	PC3B970F2	PTC VC965
CAR	2	4139	PC924C594	PTE VC965
CAR	2	4470	PCB4FF8FA	PTE VC965
CAR	2	4517	PC9AF321D	PTC VC965
CAR	2	4175	PC08EA270	PTP VC965
CAR	2	4995	PCBE6ABE5	PTP VC965
CAR	2	4616	PCE6675F9	PTC VC965
CAR	2	4124	PC3338D42	PTC VC965
CAR	2	4133	PC30FC453	PTP VC965
TRUCK	4	4687	PC52E7369	PTE VCB43
TRUCK	4	4190	PCDFC1E11	PTE VCB43
CAR	2	4670	PC2BE6D87	PTC VC965
TRUCK	4	4368	PC909A324	PTC VCB43
VAN	2	4222	PC15EC378	PTP VCD2F
CAR	2	4184	PC43A5E42	PTP VC965
CAR	2	4446	PC7F1A5B9	PTC VC965
CAR	2	4042	PC5D4DE09	PTC VC965
VAN	2	4396	PCA00BC1C	PTE VCD2F
CAR	2	4855	PC03C5C15	PTC VC965
CAR	2	5004	PC2111CF9	PTP VC965
CAR	2	4243	PCC4F7DCE	PTP VC965
CAR	2	4080	PCBE7E15B	PTP VC965
TRUCK	4	4468	PC040ADB3	PTP VCB43
CAR	2	4121	PCEC57A8E	PTP VC965
TRUCK	4	4799	PCC3A370A	PTP VCB43
CAR	2	4748	PCF2ECD29	PTC VC965
CAR	2	4693	PCB4CDDA5	PTC VC965
CAR	2	4750	PCD987A9D	PTE VC965
CAR	2	4165	PC0D2B95C	PTC VC965
CAR	2	4384	PC59A33DE	PTC VC965
CAR	2	4929	PC9E503B6	PTC VC965
CAR	2	4394	PCD3A817A	PTP VC965
CAR	2	4931	PC3D30AD0	PTE VC965
VAN	2	4644	PC411FDC0	PTC VCD2F
TRUCK	4	4023	PC77793DF	PTE VCB43
CAR	2	4534	PCAD9E1F9	PTC VC965
CAR	2	4835	PC4645718	PTP VC965
TRUCK	4	4280	PC03A5F23	PTE VCB43
TRUCK	4	4266	PC39B17A9	PTC VCB43
CAR	2	4540	PC5CAF0A7	PTE VC965
CAR	2	5010	PC028872C	PTC VC965
TRUCK	4	4048	PC1FE6483	PTP VCB43
TRUCK	4	4810	PC2CA4087	PTC VCB43
CAR	2	4147	PC4D2C5A7	PTE VC965
CAR	2	4082	PCF86214E	PTP VC965
TRUCK	4	4078	PC8473A64	PTC VCB43
CAR	2	4695	PC4A5D62F	PTE VC965
CAR	2	4973	PC9C7C18E	PTE VC965
CAR	2	4699	PC2C1B987	PTC VC965
TRUCK	4	4136	PCA579A65	PTE VCB43
CAR	2	4106	PC9764C98	PTP VC965
TRUCK	4	4468	PC040ADB3	PTP VCB43
CAR	2	4134	PC767BBB2	PTC VC965
TRUCK	4	4422	PCF514246	PTE VCB43
CAR	2	4273	PC0EF5BA6	PTE VC965
CAR	2	4892	PC7AA5B2F	PTE VC965
CAR	2	4230	PC19CE0DB	PTC VC965
TRUCK	4	4240	PC72FE04B	PTP VCB43
CAR	2	4342	PCE7F2748	PTP VC965
CAR	2	4605	PCEB27C63	PTE VC965
TRUCK	4	4188	PCDB12C82	PTP VCB43
CAR	2	4001	PC58105BF	PTC VC965
CAR	2	4971	PC0BD172F	PTP VC965
CAR	2	4456	PC8DFF744	PTE VC965
CAR	2	4975	PC818101A	PTP VC965
CAR	2	4643	PC6713209	PTP VC965
CAR	2	4386	PC948D5B2	PTC VC965
CAR	2	4671	PCCAAFB48	PTE VC965
TRUCK	4	4785	PC787D664	PTP VCB43
CAR	2	4698	PC8BCEB19	PTE VC965
CAR	2	4167	PC8453073	PTP VC965
CAR	2	4917	PCD8C66B1	PTE VC965
CAR	2	4409	PC44E2F09	PTP VC965
TRUCK	4	4007	PCDF9F773	PTE VCB43
CAR	2	5008	PC48D61BB	PTP VC965
CAR	2	4574	PCC1F6F13	PTE VC965
TRUCK	4	4712	PC94168A2	PTP VCB43
CAR	2	4056	PC9FBBA67	PTP VC965
VAN	2	4610	PCA4D3E9B	PTP VCD2F
CAR	2	4558	PC575F591	PTE VC965
CAR	2	4589	PC1477DC9	PTP VC965
CAR	2	4581	PCC347465	PTE VC965
TRUCK	4	4802	PCBDD55F1	PTE VCB43
CAR	2	4722	PC035B71E	PTP VC965
CAR	2	4223	PCA37D114	PTE VC965
CAR	2	4576	PC394C979	PTE VC965
CAR	2	4128	PCC0E7E2A	PTE VC965
TRUCK	4	4063	PC7667A3E	PTP VCB43
CAR	2	4475	PCCC0D001	PTE VC965
CAR	2	4888	PC46C55B4	PTP VC965
TRUCK	4	4986	PC9787B8A	PTP VCB43
CAR	2	4172	PC1A43FB7	PTP VC965
TRUCK	4	4374	PCC321538	PTE VCB43
TRUCK	4	4027	PCE7A4F34	PTC VCB43
VAN	2	4072	PC69F3F14	PTC VCD2F
CAR	2	4067	PC1CCD955	PTE VC965
CAR	2	4596	PC6558A56	PTP VC965
CAR	2	4729	PC5170BF4	PTE VC965
CAR	2	4451	PCF95BF53	PTE VC965
CAR	2	4419	PC99BB7A3	PTE VC965
CAR	2	4920	PC42A3AB0	PTE VC965
CAR	2	4991	PC5B5C16D	PTE VC965
VAN	2	4622	PCF31BD97	PTE VCD2F
CAR	2	4642	PC17D596F	PTE VC965
CAR	2	4158	PCAA68777	PTP VC965
CAR	2	4392	PCAF6E464	PTE VC965
VAN	2	4091	PC2E099B4	PTE VCD2F
TRUCK	4	4838	PCEECD973	PTP VCB43
CAR	2	4328	PC3777B8E	PTP VC965
CAR	2	4038	PC77889B3	PTP VC965
TRUCK	4	4129	PCA6127FF	PTP VCB43
CAR	2	4478	PCB02917E	PTP VC965
CAR	2	4879	PCC90A061	PTP VC965
VAN	2	4924	PCE3427C5	PTP VCD2F
CAR	2	4215	PC4C76F48	PTE VC965
TRUCK	4	4385	PC148C815	PTC VCB43
CAR	2	4585	PCF3AE602	PTC VC965
TRUCK	4	4060	PC481C9F9	PTE VCB43
TRUCK	4	4839	PCA0290AD	PTC VCB43
CAR	2	4442	PC05C2F86	PTP VC965
CAR	2	4183	PCF5E7754	PTC VC965
CAR	2	4476	PC439FA2D	PTP VC965
VAN	2	4753	PC6AA246E	PTP VCD2F
CAR	2	4437	PCBE6CB59	PTP VC965
CAR	2	4418	PCF6EECB2	PTE VC965
CAR	2	4032	PC578F087	PTP VC965
CAR	2	4835	PC4645718	PTE VC965
VAN	2	4909	PCDED6F20	PTE VCD2F
CAR	2	4036	PCE6CC50C	PTC VC965
TRUCK	4	4096	PCFA4F864	PTE VCB43
CAR	2	4081	PCC825DB2	PTE VC965
TRUCK	4	4573	PC4D8469D	PTE VCB43
TRUCK	4	4675	PCE49911B	PTC VCB43
CAR	2	4480	PC9A343F9	PTC VC965
CAR	2	4293	PC2A27502	PTE VC965
CAR	2	4749	PC65C93B7	PTP VC965
VAN	2	4110	PCF891CEB	PTP VCD2F
CAR	2	4569	PC20129F9	PTP VC965
CAR	2	4656	PC63844BC	PTC VC965
TRUCK	4	4983	PCC3E4ADA	PTC VCB43
TRUCK	4	4289	PCF621E92	PTP VCB43
TRUCK	4	4860	PCF4A2DA9	PTC VCB43
CAR	2	4130	PC9F22103	PTP VC965
CAR	2	4199	PC7CCC47B	PTE VC965
CAR	2	4138	PC79E328A	PTC VC965
TRUCK	4	4234	PC5EBC1E1	PTE VCB43
VAN	2	4084	PC71D433F	PTE VCD2F
CAR	2	4711	PC340B4DE	PTE VC965
TRUCK	4	4499	PC1EEDA04	PTP VCB43
CAR	2	4709	PCC8C7059	PTE VC965
CAR	2	4452	PC8C7C5D7	PTC VC965
CAR	2	4519	PC92A6471	PTP VC965
TRUCK	4	4420	PCFDB2950	PTP VCB43
CAR	2	4838	PCEECD973	PTP VC965
CAR	2	4203	PC5295A46	PTP VC965
TRUCK	4	4447	PC6B030C6	PTE VCB43
CAR	2	4159	PC5631507	PTC VC965
TRUCK	4	4276	PC4E15B39	PTP VCB43
CAR	2	4037	PC0A50259	PTE VC965
CAR	2	4332	PC3B258E9	PTP VC965
TRUCK	4	4654	PCBA5D8AB	PTE VCB43
TRUCK	4	4787	PC1BDA119	PTC VCB43
CAR	2	4864	PC259547F	PTC VC965
CAR	2	4689	PC89C35AD	PTC VC965
CAR	2	4646	PC3F8C42B	PTC VC965
TRUCK	4	4767	PC61F3A80	PTE VCB43
CAR	2	4596	PC6558A56	PTP VC965
CAR	2	4616	PCE6675F9	PTC VC965
CAR	2	4848	PCF0FC9B2	PTE VC965
CAR	2	4747	PC5E524A1	PTE VC965
CAR	2	4739	PC07289CF	PTP VC965
CAR	2	4655	PCF9CAB22	PTE VC965
VAN	2	4473	PC51FDD60	PTC VCD2F
TRUCK	4	4445	PC796A888	PTC VCB43
VAN	2	4189	PC7655FC1	PTP VCD2F
CAR	2	4206	PCAC34A40	PTP VC965
CAR	2	4436	PC0CF9451	PTP VC965
CAR	2	4658	PC1A58039	PTP VC965
CAR	2	4755	PC628DCED	PTP VC965
CAR	2	4173	PC0EB640E	PTC VC965
CAR	2	4522	PC0A326BE	PTP VC965
TRUCK	4	4856	PC7C042B7	PTE VCB43
CAR	2	4669	PC36675CE	PTP VC965
CAR	2	4096	PCFA4F864	PTP VC965
CAR	2	4383	PC4BFE950	PTC VC965
CAR	2	4155	PC9042B3F	PTE VC965
CAR	2	4402	PC85224D1	PTE VC965
TRUCK	4	4904	PC36C6441	PTP VCB43
CAR	2	4282	PCCE002E5	PTP VC965
VAN	2	4553	PC1D57D7F	PTE VCD2F
CAR	2	4318	PCAD89FE3	PTP VC965
CAR	2	4605	PCEB27C63	PTC VC965
CAR	2	4622	PCF31BD97	PTP VC965
CAR	2	4352	PC99B9343	PTC VC965
VAN	2	4142	PC7ACFF7C	PTE VCD2F
CAR	2	4739	PC07289CF	PTP VC965
CAR	2	4575	PC84D9FC1	PTE VC965
TRUCK	4	4538	PCDE5402C	PTE VCB43
TRUCK	4	4497	PC76FDDEA	PTE VCB43
